x,y,Avg_D2300,Avg_BD2210,Avg_BD1900,Normalized_D2300,Normalized_BD2210,Normalized_BD1900,% Fe/Mg,% Al-OH,% H2O
0,17,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,18,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,19,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,20,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,21,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,22,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,23,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,24,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,25,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,26,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,27,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,28,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,29,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,30,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,31,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,32,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,33,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,34,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,35,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,36,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,37,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,38,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,39,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,40,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,41,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,42,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,43,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,44,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,45,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,46,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,47,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,48,0.007789856,-0.004342686,0.00035165795,0.38277914376798516,0.0,0.2187728054992342,38.27791437679851,0.0,21.87728054992342
0,49,0.005219439,-0.0026182728,-0.00118733,0.29671727046094715,0.13627259368860642,0.1643876210655855,29.671727046094716,13.627259368860642,16.43876210655855
0,50,0.007967634,-0.003935039,0.00079183857,0.3887314601285731,0.03221449436787756,0.23432803089466145,38.87314601285731,3.221449436787756,23.432803089466145
0,51,0.007975089,-0.0028968442,0.0013171891,0.3889810739988348,0.11425835309476297,0.25289301343996956,38.89810739988348,11.425835309476296,25.289301343996957
0,52,0.006261514,-0.0034067496,-6.914837e-05,0.3316076923105707,0.07396282899647828,0.20390223463696344,33.16076923105707,7.3962828996478285,20.390223463696344
0,53,0.0063034627,-0.002677946,-0.0005777111,0.3330122029844402,0.1315568979217297,0.18593050361552424,33.301220298444015,13.15568979217297,18.593050361552425
0,54,0.00430074,-0.0022578062,-0.0019661668,0.26595768531951136,0.16475863885826486,0.13686487003461317,26.595768531951137,16.475863885826485,13.686487003461318
0,55,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,56,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,57,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,58,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,59,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,60,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,61,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,62,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,63,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,64,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,65,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,66,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,67,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,68,0.0074311174,-0.002738898,-0.0009633734,0.37076797690717783,0.12674013339457196,0.17230186157709085,37.07679769071778,12.674013339457197,17.230186157709085
0,69,0.006545751,-0.0026704974,-0.001422842,0.34112441990110737,0.13214551811290917,0.15606503108952946,34.11244199011074,13.214551811290917,15.606503108952946
0,70,0.006940443,-0.0023467452,-0.0018197858,0.35433937732549387,0.15773019251933673,0.14203772169035125,35.43393773254939,15.773019251933674,14.203772169035126
0,71,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,72,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,73,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,74,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,75,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,76,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,77,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,78,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,79,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,80,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,81,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,82,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,83,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,84,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,85,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,86,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,87,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,88,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,89,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,90,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,91,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,92,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,93,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,94,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,95,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,96,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,97,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,98,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
0,99,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,1,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,2,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,3,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,4,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,5,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,6,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,7,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,8,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,9,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,10,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,11,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,12,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,13,0.0109357275,0.0016535036,0.010908937,0.48810821436371443,0.4738518207961274,0.5918488756187454,48.81082143637144,47.38518207961274,59.18488756187455
1,14,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,15,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,16,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,17,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,18,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,19,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,20,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,21,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,22,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,23,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,24,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,25,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,26,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,27,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,28,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,29,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,30,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,31,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,32,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,33,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,34,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,35,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,36,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,37,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,38,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,39,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,40,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,41,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,42,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,43,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,44,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,45,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,46,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,47,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,48,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,49,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,50,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,51,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,52,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,53,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,54,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,55,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,56,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,57,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,58,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,59,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,60,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,61,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,62,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,63,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,64,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,65,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,66,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,67,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,68,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,69,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,70,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,71,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,72,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,73,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,74,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,75,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,76,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,77,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,78,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,79,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,80,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,81,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,82,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,83,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,84,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,85,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,86,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,87,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,88,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,89,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,90,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,91,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,92,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,93,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,94,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,95,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,96,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,97,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,98,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
1,99,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,1,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,2,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,3,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,4,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,5,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,6,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,7,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,8,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,9,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,10,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,11,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,12,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,13,0.010139084,0.0015773292,0.009415874,0.4614352650983494,0.46783210250731116,0.5390866057541457,46.14352650983494,46.783210250731116,53.90866057541457
2,14,0.009375664,0.0020076542,0.0089661,0.4358746800545764,0.5018387412142581,0.5231923719947301,43.587468005457644,50.18387412142581,52.319237199473015
2,15,0.009175131,0.0020628506,0.009477238,0.42916048790484373,0.5062006687208176,0.5412551008046262,42.916048790484375,50.62006687208176,54.125510080462625
2,16,0.010042092,0.0016616208,0.0093338005,0.45818779020535755,0.4744932845117065,0.5361862613139713,45.81877902053576,47.44932845117065,53.61862613139713
2,17,0.010453825,0.0014697385,0.00909737,0.47197330475542953,0.45932969534861806,0.5278312248740459,47.197330475542955,45.932969534861805,52.78312248740459
2,18,0.008467666,0.0019437722,0.00916649,0.40547336331568545,0.49679043667629097,0.5302738055348771,40.547336331568545,49.679043667629095,53.02738055348771
2,19,0.010990733,0.00189855,0.0068045002,0.48994990011079675,0.49321672774276565,0.4468051435284777,48.99499001107968,49.321672774276564,44.68051435284777
2,20,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,21,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,22,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,23,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,24,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,25,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,26,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,27,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,28,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,29,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,30,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,31,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,32,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,33,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,34,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,35,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,36,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,37,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,38,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,39,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,40,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,41,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,42,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,43,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
2,44,0.0,0.0,0.0,0.12196168001453842,0.3431828854396918,0.20634581909355795,0.0,0.0,0.0
