x,y,mean_temperature_5_30AM,mean_temperature_7_00AM,mean_temperature_7_00PM,mean_temperature_6_30PM
7,30,186.32916,203.16751,213.41818,211.19179
8,30,186.28423,202.67476,212.1609,211.27824
9,30,186.04643,202.37885,211.78253,210.52391
10,30,186.32323,201.29335,212.11972,210.99605
11,30,186.62137,201.24675,213.01181,211.48514
12,30,186.4524,201.09084,213.45398,211.78827
13,30,186.60295,200.5194,213.63414,211.05783
14,30,186.91187,201.75917,213.44151,210.50836
15,30,188.01683,202.3335,213.38434,210.87727
16,30,188.99353,201.15923,213.02644,211.03015
17,30,189.05067,198.79033,212.6838,211.3545
18,30,188.45372,197.18593,213.14725,211.55324
19,30,188.16563,196.28365,213.26947,210.65283
20,30,187.84203,196.50635,212.7973,209.449
21,30,186.91873,197.63147,211.7763,209.42027
22,30,186.67844,197.79793,210.5972,209.57883
23,30,186.84601,199.9318,211.99274,210.07387
24,30,186.8109,201.08157,211.80394,211.32231
25,30,186.66803,199.37619,211.36461,212.19667
26,30,186.38116,200.3196,211.19055,211.9721
27,30,186.25267,203.005,212.49693,211.74062
28,30,186.76627,205.04767,211.62216,211.42603
29,30,188.45377,203.50764,211.22981,211.15819
30,30,188.89754,201.34383,210.24397,210.84668
31,30,187.5934,202.84264,210.3744,211.1386
32,30,186.6911,204.03163,210.35342,211.63672
33,30,186.9201,204.38031,210.31834,211.83713
34,30,186.57208,203.58325,211.02972,211.80443
35,30,186.98706,204.20486,211.60487,211.8853
36,30,188.15894,203.83334,211.83392,212.18118
37,30,188.41791,204.01764,212.22404,212.633
38,30,188.17593,204.30472,211.84598,212.23738
39,30,187.59329,204.07213,212.31546,212.25116
40,30,187.26791,202.88446,212.43211,211.8293
41,30,186.83205,201.62553,211.61322,211.29402
42,30,186.10237,201.96007,211.3237,211.5549
43,30,186.21913,202.70851,211.75175,211.35977
44,30,186.38112,201.70435,212.20303,210.4962
45,30,186.88351,199.92007,212.66788,210.40666
46,30,186.58586,200.8373,212.99678,210.75339
47,30,185.38977,202.13039,213.41705,210.91142
48,30,184.39374,203.09239,213.2139,210.48991
49,30,184.06683,202.43663,213.5512,210.20149
50,30,183.55539,202.88539,213.29643,210.69376
51,30,183.49725,203.43976,213.29457,211.02216
52,30,182.8734,202.7707,213.3394,211.20773
53,30,183.1402,201.7639,213.12225,211.83911
54,30,183.76836,201.41232,213.37666,212.53952
55,30,183.36711,200.1953,213.78732,213.33179
56,30,182.76642,197.61526,213.28734,213.1955
57,30,182.94283,197.30092,212.96648,213.12822
58,30,183.16821,197.61485,212.26964,213.2293
59,30,182.47545,198.20876,211.54335,212.95358
60,30,182.6801,200.04218,210.74397,212.50153
61,30,183.79544,200.16971,211.06757,211.59639
62,30,184.97505,199.7211,211.59882,211.14252
63,30,184.67851,198.8321,212.51132,210.9594
64,30,184.22311,197.93924,212.2786,210.88136
65,30,185.07182,196.64038,212.08533,210.716
66,30,185.98715,196.67126,211.8903,210.75482
67,30,187.11635,197.05725,211.95863,211.036
68,30,187.85217,195.61902,211.45901,210.66025
69,30,188.32925,195.96931,211.07816,210.13142
70,30,188.20203,198.46564,211.54669,209.89879
71,30,188.33238,201.14932,211.75275,209.5183
72,30,187.62758,200.68167,212.34149,209.39258
73,30,187.21964,198.30864,212.36052,209.5135
74,30,187.53033,196.64049,212.0306,209.0384
75,30,187.241,195.26378,211.33932,209.09418
76,30,187.7011,194.72374,211.07256,209.03296
77,30,188.8183,194.64438,211.2563,209.20987
78,30,189.33954,194.69885,211.16899,209.41716
79,30,189.57959,193.98595,210.74574,209.65067
80,30,189.2258,192.87823,210.65741,210.1769
81,30,188.8893,192.3361,210.82643,210.89395
82,30,188.9014,193.95352,210.2757,211.34575
83,30,188.87083,194.92726,209.04646,211.35265
84,30,188.35788,195.24644,209.65369,211.4883
85,30,187.93121,194.96548,209.3227,210.81943
86,30,187.2919,194.92738,209.32794,210.54646
87,30,186.69795,194.63899,209.24094,210.42168
88,30,186.36487,195.30661,209.75743,210.67365
89,30,186.40344,195.35312,211.4628,210.8719
90,30,185.43484,195.7548,212.5178,210.73941
91,30,185.20166,196.56635,212.4223,210.6329
92,30,185.48613,197.331,212.38782,210.6027
93,30,184.75255,197.83182,211.67021,210.56857
94,30,184.37428,198.1825,211.70059,210.6795
95,30,184.34265,198.12169,210.88344,210.46246
96,30,184.68927,198.61415,210.7589,210.01285
97,30,184.8899,198.71918,210.86084,210.09012
98,30,184.55156,198.6074,210.68585,209.93474
99,30,187.25294,203.00392,211.0211,210.0332
0,31,184.87288,201.0468,211.69038,209.77916
1,31,185.05989,201.85596,210.7877,209.39796
2,31,185.72064,203.43091,209.66002,209.65186
3,31,186.26181,203.12605,210.46442,210.28987
4,31,187.2052,202.29662,211.07,210.45012
5,31,188.23317,202.44695,211.86832,211.0743
6,31,188.72902,202.78716,213.06313,211.52899
7,31,188.94109,203.79112,213.29343,211.62032
8,31,188.69913,202.8985,213.19786,211.6374
9,31,187.65628,200.27657,213.46292,211.07806
10,31,187.52014,199.64857,213.3358,211.42021
11,31,186.60004,200.33258,213.92982,211.51482
12,31,187.05884,202.03558,214.39468,211.27776
13,31,187.93925,202.02428,213.9726,210.76228
14,31,188.06644,200.89719,213.60661,210.89914
15,31,187.91591,199.97774,212.91992,211.51819
16,31,188.15923,200.54686,211.9633,211.4955
17,31,188.54767,199.83298,212.0435,211.06564
18,31,189.37791,198.0528,213.48543,211.36853
19,31,189.56839,197.77834,213.26591,211.50742
20,31,189.36864,198.13919,212.13354,211.31232
21,31,188.49623,199.59695,211.10141,210.59294
22,31,187.39297,200.13727,209.89914,210.08905
23,31,186.57185,201.69269,211.23532,210.16136
24,31,186.4151,201.67273,212.89081,210.21046
25,31,186.67502,201.88844,212.19711,210.40837
26,31,186.56415,202.6594,211.79674,211.07927
27,31,186.75153,203.22363,211.58133,212.27614
28,31,187.44252,202.94878,211.2906,212.85165
29,31,187.4404,202.89088,211.03877,212.36243
30,31,188.00948,204.62096,209.99323,212.01797
31,31,187.09137,204.69696,210.30109,212.00998
32,31,186.31746,203.4854,210.60432,212.33774
33,31,185.47243,203.3672,210.76265,212.22153
34,31,184.65108,204.04283,210.37767,211.84685
35,31,184.89339,204.59738,210.51115,211.38277
36,31,185.84076,203.40443,210.81729,211.49667
37,31,185.74818,203.8078,210.81317,212.15086
38,31,185.51639,202.70839,211.1069,212.06165
39,31,185.52113,202.85008,211.47076,211.4513
40,31,185.20323,203.16745,212.12337,210.16646
41,31,184.58473,202.2181,213.12648,209.11705
42,31,184.59589,202.3761,212.66153,209.0734
43,31,184.64569,200.88441,212.10234,209.56549
44,31,184.94012,199.68048,212.37457,209.60747
45,31,185.04773,200.95601,213.08429,209.7796
46,31,184.51178,202.9997,213.30183,209.6784
47,31,184.3314,204.68463,213.52132,210.20274
48,31,184.29518,203.30753,213.7972,210.39886
49,31,184.91183,201.1431,214.10457,210.359
50,31,185.11133,201.88026,213.64105,210.3664
51,31,184.79181,202.18527,212.88065,210.17381
52,31,184.51237,201.2453,213.20543,210.1572
53,31,185.0093,201.102,213.96547,210.52824
54,31,184.84634,201.58136,213.87529,210.53409
55,31,184.99667,201.65479,213.61217,211.26733
56,31,185.22617,200.10577,213.70494,211.69745
57,31,186.42688,197.64944,213.6983,212.48434
58,31,186.66719,197.61377,211.72516,212.79016
59,31,186.07983,197.88287,210.92429,212.5159
60,31,185.617,197.60403,211.13103,210.92612
61,31,186.34407,196.42256,212.82571,209.79503
62,31,186.89142,196.7058,213.07019,209.6662
63,31,186.26733,197.3162,212.59792,209.64764
64,31,186.29533,198.84312,212.68312,209.52097
65,31,186.75102,198.32558,213.05899,209.57642
66,31,187.4861,199.05792,211.95378,209.10768
67,31,188.60791,199.68805,211.75722,209.33946
68,31,188.28545,198.393,212.03848,209.79852
69,31,188.0468,196.85516,211.8587,209.78526
70,31,188.10216,196.82487,211.62892,209.05194
71,31,188.60008,197.60553,211.16878,209.28065
72,31,188.52592,198.75926,211.25836,209.35452
73,31,188.2295,199.00851,210.81445,209.19615
74,31,188.11774,197.68805,210.56432,209.01477
75,31,188.48468,195.59308,211.09244,208.70216
76,31,189.27573,193.78616,211.07175,208.48634
77,31,190.02307,191.6796,211.05736,208.40923
78,31,190.40279,191.7085,210.80263,208.27608
79,31,190.32175,191.06598,211.03523,208.65729
80,31,190.17465,191.17226,211.0002,209.4008
81,31,189.86151,191.8049,210.90831,209.32976
82,31,189.63072,193.04391,210.25371,210.15756
83,31,189.70355,193.86333,209.46165,210.77414
84,31,190.4282,194.13799,209.822,210.82742
85,31,190.09189,194.43256,209.41843,211.07648
86,31,188.8705,194.66425,209.64412,211.0765
87,31,187.61554,194.58452,210.25523,211.36266
88,31,186.78902,194.98322,210.02846,211.30798
89,31,186.27484,195.7655,209.87106,210.82309
90,31,185.61371,196.92172,210.60822,210.91785
91,31,185.12363,198.1569,211.43658,210.90259
92,31,185.41412,199.52673,210.72621,210.95746
93,31,185.40369,199.80849,210.76105,210.63449
94,31,185.13513,199.82031,210.44594,210.7261
95,31,185.02571,200.5105,209.76247,210.05788
96,31,184.92221,199.48677,209.69284,210.07886
97,31,185.04747,199.48187,209.61879,210.3245
98,31,184.77023,199.56273,209.12405,210.08708
99,31,187.565,203.14745,210.26881,209.94731
0,32,184.45763,204.2666,211.40694,211.037
1,32,184.68242,203.05319,210.0553,210.59393
2,32,184.85916,202.80444,208.73784,210.27098
3,32,184.8851,203.37163,208.86334,210.68707
4,32,185.98488,203.66608,209.38968,210.74034
5,32,187.23311,202.48186,210.28873,210.95651
6,32,188.1176,200.08817,211.56323,211.02484
7,32,187.92595,199.41129,213.17407,210.72565
8,32,187.63567,201.3387,214.00064,211.38403
9,32,187.87762,199.69635,212.9514,211.09888
10,32,187.71617,198.89102,213.20767,210.77106
11,32,187.4274,198.81285,213.26291,210.57237
12,32,186.72324,198.8471,213.253,210.69225
13,32,186.7597,198.9703,213.09616,210.98773
14,32,187.58263,197.92955,212.69763,211.2627
15,32,187.34927,197.885,211.20413,211.71559
16,32,186.70187,198.54837,211.45744,211.2592
17,32,186.73822,198.85983,212.7724,211.05057
18,32,186.92905,197.67993,212.70837,210.43002
19,32,186.93402,198.63927,211.54913,210.00958
20,32,187.3896,199.35045,209.75494,209.87619
21,32,187.08589,199.48341,209.20912,210.11934
22,32,186.49,200.54054,209.09785,209.68073
23,32,185.67206,201.52264,210.45271,208.78374
24,32,185.7258,201.70201,212.89233,208.77393
25,32,185.5534,201.98523,213.00136,209.03537
26,32,185.66759,202.62312,211.96915,210.46349
27,32,185.59079,203.2008,211.14642,211.68465
28,32,185.41887,203.44989,210.545,212.59804
29,32,185.68623,204.89905,210.83691,211.88933
30,32,184.94675,205.32869,210.95001,211.14368
31,32,183.75218,204.64587,211.29912,211.09143
32,32,184.24506,203.66977,211.25891,211.0677
33,32,184.76762,203.3878,210.5929,210.78758
34,32,184.51651,203.64432,211.04558,210.63837
35,32,184.60277,203.37967,211.74783,210.15694
36,32,185.21886,203.79391,211.67157,210.09227
37,32,184.5584,204.16702,211.95041,209.79622
38,32,184.61307,203.28297,212.39305,209.21852
39,32,185.03304,202.9816,213.12193,208.94936
40,32,185.10208,204.1003,212.98537,208.93695
41,32,184.5521,202.88622,212.43607,209.3482
42,32,183.87305,202.48436,212.73718,210.21986
43,32,183.57605,201.62086,213.19879,209.78813
44,32,183.45122,200.7448,213.76117,209.71051
45,32,183.27538,201.93893,213.98303,209.905
46,32,183.56256,202.20113,214.22092,210.72443
47,32,183.24933,202.88776,214.49503,211.4749
48,32,182.90027,202.08035,213.93712,211.46457
49,32,183.89183,200.6078,213.77802,211.09947
50,32,184.45363,200.64233,214.1033,211.01096
51,32,184.52594,201.45438,213.94044,210.75133
52,32,185.1153,201.99866,212.01099,210.40451
53,32,185.4797,202.45067,212.07611,210.78241
54,32,185.96317,200.84663,213.34113,209.92888
55,32,186.00856,197.94925,214.26617,209.1773
56,32,186.3801,197.87125,213.69412,209.15123
57,32,187.58287,199.31863,213.25806,209.0617
58,32,187.81624,199.27917,212.50293,209.34276
59,32,187.01837,198.34038,212.55908,209.17278
60,32,186.13591,198.255,212.74434,208.89603
61,32,186.11472,197.16016,213.53581,208.91887
62,32,186.07034,195.98442,213.46906,208.67561
63,32,186.2623,195.8855,212.01762,208.49998
64,32,185.86996,196.20683,211.78043,209.2667
65,32,185.53854,197.91959,212.13379,209.35735
66,32,184.71155,199.17018,212.25519,209.43213
67,32,185.6254,200.14447,212.33333,209.70407
68,32,186.91049,200.3852,212.3557,210.04648
69,32,187.30722,199.80313,212.63531,210.6391
70,32,186.87149,200.73372,212.00209,210.68939
71,32,187.12766,200.51607,211.78062,210.47536
72,32,187.21494,201.1075,211.59894,210.5555
73,32,188.08458,201.49617,211.0997,210.80829
74,32,188.70152,198.71237,210.57886,210.37492
75,32,189.65752,197.04149,210.6091,210.14272
76,32,190.28062,195.95444,210.77248,210.00743
77,32,190.3338,193.79276,210.27666,209.0423
78,32,190.40117,194.03833,210.34583,208.46973
79,32,190.51831,193.49413,210.22755,208.4414
80,32,190.87299,192.22234,210.41296,208.76843
81,32,191.2352,191.86212,210.37904,209.1026
82,32,190.91641,191.38353,209.96472,209.28735
83,32,190.7204,191.93787,209.71939,209.93292
84,32,191.0263,192.02496,209.59943,210.93925
85,32,190.09106,193.26201,209.27252,211.58038
86,32,189.3058,194.19008,209.16895,210.68619
87,32,188.1351,194.69643,208.97957,210.68001
88,32,187.30453,195.01799,209.01169,211.00941
89,32,187.53612,195.8846,209.40999,210.68863
90,32,186.13641,197.3479,209.63963,210.53738
91,32,186.1911,198.91492,209.91864,210.62112
92,32,186.45543,199.18489,209.45047,210.36926
93,32,186.8797,199.9466,209.34149,209.92194
94,32,186.10223,199.97418,209.14313,209.92145
95,32,186.02759,199.4618,208.67847,210.09013
96,32,186.26286,199.5387,208.58893,210.20287
97,32,186.50485,200.00679,209.35641,209.93816
98,32,186.51657,199.29149,209.46384,209.2247
99,32,187.70898,202.86002,210.00745,209.93837
0,33,185.26695,203.02875,212.11678,211.67726
1,33,185.10284,203.6281,209.37225,212.19376
2,33,184.99571,203.35805,208.2238,212.10625
3,33,184.79486,203.62021,208.28261,211.38399
4,33,185.40495,204.33452,208.37476,211.16063
5,33,186.44582,202.68942,208.54822,211.9417
6,33,187.32343,199.57063,209.31464,211.69939
7,33,187.13304,199.69444,211.7609,211.44423
8,33,186.12636,200.16534,213.57202,211.8153
9,33,186.0506,198.59213,212.24437,212.02411
10,33,186.7885,198.34587,211.72806,212.0098
11,33,187.31181,199.20543,212.94525,211.33548
12,33,187.27481,198.73488,212.68446,211.55905
13,33,187.74533,198.8793,211.84882,211.5246
14,33,187.57866,198.65381,211.43161,211.7502
15,33,187.4717,199.02083,212.12117,212.25897
16,33,186.90863,198.7253,212.73999,211.75356
17,33,186.44702,199.02135,212.17206,211.30107
18,33,186.32382,198.0197,211.51857,210.49452
19,33,186.0153,198.1031,210.55011,209.98163
20,33,185.59225,197.84511,209.31075,209.3224
21,33,184.84238,198.44089,208.78873,208.78838
22,33,184.75587,200.05296,208.11717,208.46687
23,33,185.50116,200.07912,208.71487,208.90375
24,33,186.07161,200.87337,210.29524,209.14069
25,33,185.87468,201.64,211.94144,210.40887
26,33,185.74493,201.85631,210.70428,210.90009
27,33,185.59375,203.76239,210.17743,210.58452
28,33,185.80168,204.28885,210.34454,209.5461
29,33,185.20139,203.82213,210.51308,209.01714
30,33,185.41315,202.46785,210.60118,209.1333
31,33,184.84729,202.54614,211.0079,210.2445
32,33,185.70897,203.76624,211.31476,210.66165
33,33,186.23225,204.59357,211.41954,209.60045
34,33,185.73424,204.36922,210.80731,209.8585
35,33,185.8246,204.12914,211.98798,210.0578
36,33,185.97862,203.44727,212.9726,209.7286
37,33,184.92036,201.45943,212.8701,209.93565
38,33,184.51959,203.7509,212.99199,210.22559
39,33,184.12286,202.46869,213.02246,210.52908
40,33,184.07028,202.74069,212.84526,210.21008
41,33,183.54558,201.66696,212.75937,209.75438
42,33,183.13786,200.61719,212.6546,210.14119
43,33,183.4844,200.70787,212.81023,210.47588
44,33,183.02466,203.04372,213.46465,210.65962
45,33,182.74738,203.3474,212.35944,210.22162
46,33,182.92244,201.5954,211.90858,209.57977
47,33,182.6117,201.50882,211.43448,210.02477
48,33,182.51324,200.34143,210.37288,210.18979
49,33,182.98187,200.35492,210.4809,211.02272
50,33,183.65213,200.39693,212.53226,210.95045
51,33,184.21954,199.88304,212.9065,210.53372
52,33,184.84941,200.26472,211.61307,210.49725
53,33,184.81857,200.4526,212.50276,210.75456
54,33,184.93196,200.02516,212.53784,211.10918
55,33,185.64789,199.87308,212.84076,211.15002
56,33,185.81036,200.22662,213.25456,210.39308
57,33,186.28477,200.36652,212.26273,210.00633
58,33,186.1692,200.4419,211.9104,209.81741
59,33,186.26666,200.68439,212.35602,209.8925
60,33,186.06163,201.12395,212.10732,210.18718
61,33,186.139,201.1965,211.67117,209.79262
62,33,186.03485,200.5518,211.758,209.6455
63,33,185.97356,198.9969,211.27444,209.57489
64,33,185.18297,198.8153,211.55675,209.90536
65,33,184.42546,198.37239,211.47139,210.03767
66,33,183.99826,198.034,211.93475,210.76743
67,33,184.59232,198.26701,212.5175,210.81264
68,33,185.86569,199.2083,212.49669,210.99184
69,33,186.05797,199.68596,212.26674,210.91933
70,33,186.42163,198.50066,212.02563,210.93747
71,33,186.95146,197.79274,212.37239,211.30623
72,33,187.68709,198.95361,212.11078,211.49184
73,33,187.85101,198.94763,211.40573,211.97385
74,33,188.74539,198.07974,211.51016,211.936
75,33,189.68427,198.59532,210.87762,211.7733
76,33,190.81506,198.14899,210.28957,210.28293
77,33,191.2761,196.26389,210.27982,209.5232
78,33,191.24176,195.6337,210.20049,208.9046
79,33,191.03822,194.46747,210.08307,208.69557
80,33,190.57024,194.0311,210.35974,208.86536
81,33,190.21655,195.24173,210.21207,208.84152
82,33,190.6807,193.64337,209.25319,209.0866
83,33,190.48997,192.79112,209.54694,209.48192
84,33,190.56004,192.58702,209.92052,210.17719
85,33,190.69,192.8825,210.15793,210.7954
86,33,190.92432,193.9092,210.25798,210.6718
87,33,190.79796,195.81741,209.48682,209.94415
88,33,190.2838,196.40538,209.61133,210.16606
89,33,190.05928,196.21124,209.81413,210.28877
90,33,189.34445,196.61464,209.62401,210.48248
91,33,188.34804,197.23532,209.34888,210.58936
92,33,188.25598,197.4127,208.88054,210.00885
93,33,187.91022,198.9556,208.82791,210.5467
94,33,187.4331,198.60678,208.1472,210.88199
95,33,187.19522,198.9251,208.30675,211.09673
96,33,187.22292,199.52484,208.48312,210.34181
97,33,187.1517,199.10558,208.6533,209.8162
98,33,186.62053,199.43346,209.4177,209.00659
99,33,186.74284,202.68552,210.73332,209.72072
0,34,185.61104,205.00415,210.89516,210.74634
1,34,184.8858,204.31529,209.12305,211.00958
2,34,185.37183,203.24982,208.63043,211.3371
3,34,186.45854,203.9827,208.84639,211.76996
4,34,187.28165,204.61111,208.7969,211.58862
5,34,187.46652,201.89297,209.76134,211.842
6,34,186.57996,200.1839,211.36407,212.00153
7,34,185.65906,200.11041,211.76532,211.88771
8,34,186.08104,200.26666,211.99756,211.786
9,34,187.34981,199.9127,212.28941,212.16748
10,34,187.92796,200.58983,212.19476,211.91812
11,34,187.92313,199.30762,213.09865,211.21916
12,34,187.71759,199.66263,212.84459,210.90659
13,34,187.586,199.9881,211.93317,210.68446
14,34,187.52853,200.06122,209.9978,210.4831
15,34,186.89276,200.03825,210.82346,210.66093
16,34,186.45488,199.00206,213.8302,210.45929
17,34,185.99603,198.17982,214.364,210.05876
18,34,185.44179,197.49214,213.07172,210.34236
19,34,185.21034,197.71756,211.14362,210.14917
20,34,185.21227,197.97444,209.67714,209.23909
21,34,184.39137,199.44469,209.67525,208.87976
22,34,184.78592,200.0683,208.62236,208.56125
23,34,185.67575,200.01341,208.28978,209.58556
24,34,185.70303,201.37236,208.34653,210.25189
25,34,184.56247,202.24384,208.95726,210.51991
26,34,184.45316,200.89128,209.3998,210.7354
27,34,184.14032,201.33028,209.04024,211.27019
28,34,184.24161,201.12682,208.93478,211.23196
29,34,184.86223,201.03473,209.43861,210.69728
30,34,185.43452,201.19672,209.13431,210.3715
31,34,184.94263,202.31255,210.18988,210.64014
32,34,184.71799,203.2871,210.85313,210.94821
33,34,184.53046,203.16211,211.27257,210.83542
34,34,184.8339,202.16281,211.90875,210.8365
35,34,184.93742,202.38733,212.92877,210.833
36,34,185.20613,201.8296,212.96742,210.78683
37,34,184.47006,201.67683,211.79,210.6944
38,34,184.49469,202.54216,212.7985,210.36362
39,34,183.98627,202.60516,213.216,210.39813
40,34,183.41277,202.45,212.50842,209.83823
41,34,183.72765,199.78584,212.03516,209.54463
42,34,183.99628,198.63222,211.55936,209.4129
43,34,183.59772,197.94621,211.70622,209.39233
44,34,183.25648,198.94162,211.99335,209.8103
45,34,183.57791,198.87216,211.79736,210.64142
46,34,183.75858,199.07184,211.29692,211.04976
47,34,184.56744,199.74048,210.76762,211.22092
48,34,184.61252,199.41339,211.2248,211.55273
49,34,185.76796,198.01874,211.5203,211.50423
50,34,186.31195,198.24583,212.33238,211.59021
51,34,186.33986,199.05563,212.87846,211.1715
52,34,186.03302,198.87418,213.14977,211.11398
53,34,186.29782,198.94325,212.39026,211.44904
54,34,186.27682,198.56609,212.85909,211.42377
55,34,185.86098,198.7474,212.62628,211.28651
56,34,184.74767,198.39545,212.57484,210.85474
57,34,184.54675,198.27927,212.54828,210.92586
58,34,184.70923,200.75089,212.05173,210.86066
59,34,185.41988,201.62846,211.67598,210.37074
60,34,185.91061,201.18657,211.31148,210.29498
61,34,185.18889,200.11505,210.87256,210.26332
62,34,184.9719,199.86806,210.94237,210.27371
63,34,184.97237,199.66193,210.70837,210.2712
64,34,184.68594,198.45247,210.92136,210.50867
65,34,184.97452,197.54572,211.48145,210.4733
66,34,185.19496,197.50453,211.62914,210.84435
67,34,185.3526,198.39436,212.07544,210.80153
68,34,185.39374,199.20267,212.06975,210.96855
69,34,184.92719,200.86932,212.53674,211.1458
70,34,184.53828,198.79836,212.46156,211.12364
71,34,184.62901,195.73782,212.1604,211.30507
72,34,184.60832,195.75247,211.87068,210.98996
73,34,184.5371,196.31485,211.43584,210.96613
74,34,185.35284,197.2658,211.06145,211.11723
75,34,186.10985,197.51959,210.78807,210.35143
76,34,186.61731,197.64055,210.18202,209.4441
77,34,186.78317,197.62305,210.38647,209.42
78,34,186.92949,197.00537,210.58902,209.21753
79,34,187.97772,196.40216,210.1785,209.13516
80,34,188.94637,197.11827,210.40038,209.13824
81,34,188.72594,197.90309,210.69484,209.30775
82,34,188.96762,196.68198,210.08006,210.31084
83,34,188.95691,195.85724,209.83083,210.91675
84,34,188.87958,194.93098,209.57593,210.54942
85,34,188.3005,194.95204,209.05814,210.65845
86,34,187.67601,194.90042,208.98042,210.60986
87,34,187.48517,195.31248,209.315,210.71622
88,34,187.94708,195.42963,209.60822,210.85175
89,34,188.14978,196.09767,209.67747,210.99986
90,34,188.95259,196.67123,209.56866,211.36537
91,34,189.10579,197.83884,209.84062,211.13608
92,34,189.67401,198.37573,209.59933,210.14415
93,34,189.1534,198.80515,209.65582,209.60956
94,34,188.50684,198.73907,209.44258,210.71487
95,34,188.47858,199.02518,208.64838,212.05588
96,34,187.9408,199.30128,208.37737,211.58437
97,34,187.77484,197.97737,208.51695,211.09673
98,34,187.62253,199.71663,208.75882,210.18053
99,34,186.23224,202.10298,210.65549,209.32883
0,35,186.1506,202.97145,209.60779,211.50397
1,35,186.18683,202.7117,208.82803,211.50797
2,35,186.40233,203.09282,209.35052,211.39919
3,35,186.544,204.29396,210.59425,211.3988
4,35,186.56767,204.29439,211.1546,211.034
5,35,186.28932,202.5982,211.54271,211.36934
6,35,186.67474,200.79689,211.23776,211.22006
7,35,186.40073,200.95387,211.02733,210.47504
8,35,185.5893,201.51463,210.6569,210.30273
9,35,185.42241,201.60297,211.4085,210.3786
10,35,185.67328,201.05167,211.8028,210.8825
11,35,186.03319,200.08363,212.87115,210.95216
12,35,185.58188,201.02547,213.28545,210.40129
13,35,185.15408,200.64429,213.45087,209.55496
14,35,185.33755,199.22363,211.92879,208.85422
15,35,185.1263,198.31314,211.67593,208.82144
16,35,184.44597,197.61075,213.0717,209.04645
17,35,184.5649,199.77922,212.90533,209.20964
18,35,184.14383,200.08464,212.5906,209.63727
19,35,184.1866,198.66136,211.65602,210.18575
20,35,184.72913,198.62386,210.1005,209.59988
21,35,184.19493,198.5783,209.86829,208.52492
22,35,184.07779,199.34897,209.3565,208.58722
23,35,184.18178,199.27808,209.17252,209.40286
24,35,183.62149,201.37563,208.31291,210.16896
25,35,183.02008,202.56802,208.47406,210.84662
26,35,182.96713,200.96469,208.8004,211.61494
27,35,182.62093,200.00111,209.29974,211.82634
28,35,183.09126,199.53693,209.33011,212.03885
29,35,184.00934,199.79865,209.00383,211.3819
30,35,184.30272,199.49612,209.72165,211.28223
31,35,183.85443,198.98587,210.78043,211.08978
32,35,184.33905,199.97858,211.35664,211.14
33,35,184.30661,200.49623,212.26727,211.11864
34,35,184.12311,201.82469,212.92229,210.90627
35,35,184.63052,202.6149,212.94852,210.9068
36,35,184.69583,201.89206,212.54037,211.18417
37,35,184.19675,201.1251,212.33253,211.02678
38,35,183.83305,200.8043,213.55826,210.74007
39,35,183.81018,199.82648,213.5466,210.84723
40,35,183.92926,199.68097,212.63536,210.31882
41,35,183.62134,198.28778,211.73683,210.65234
42,35,183.22003,197.33855,211.27922,210.64746
43,35,183.42677,197.4948,211.15335,210.72063
44,35,184.3648,197.75336,211.19963,210.85455
45,35,184.65651,197.2503,211.911,211.21361
46,35,185.49171,198.01491,212.50676,211.02983
47,35,186.6476,198.4151,212.39662,210.12077
48,35,187.37955,198.86786,212.11862,209.7816
49,35,187.48283,198.1082,212.12961,209.91241
50,35,187.62183,199.17842,212.76422,210.649
51,35,187.1247,198.98935,213.30084,211.63347
52,35,186.4527,197.67535,213.21375,211.4347
53,35,186.41731,197.21545,212.52448,211.0451
54,35,186.32082,197.90355,212.55325,211.12466
55,35,186.60759,198.19588,212.06358,211.11864
56,35,186.17702,198.65881,212.87715,210.22664
57,35,186.57237,199.95027,213.18109,210.48859
58,35,186.97289,201.87874,212.06357,210.32057
59,35,186.23558,200.28229,211.21907,209.4613
60,35,185.30804,198.28355,211.07874,209.67957
61,35,184.64166,198.68468,212.87384,209.43517
62,35,184.24052,198.62599,213.97488,209.77
63,35,184.11128,198.03786,212.01367,209.58702
64,35,184.30276,197.46208,210.60304,210.09305
65,35,184.71245,197.4257,211.41426,210.574
66,35,184.89423,197.19064,211.44554,210.61139
67,35,184.62672,196.57469,211.42181,210.5896
68,35,185.03986,196.68117,211.73802,210.58717
69,35,185.06607,197.60944,211.5618,211.03255
70,35,184.91617,198.19939,211.22768,211.04422
71,35,184.82014,197.48859,211.27,210.55446
72,35,184.66052,196.61401,211.71027,209.89159
73,35,184.80304,196.67757,211.49988,209.28687
74,35,184.46048,196.88692,211.43015,209.06189
75,35,185.4868,196.96613,210.98782,208.6698
76,35,186.01918,197.72864,210.26854,208.41283
77,35,185.85593,197.09396,210.32234,208.85365
78,35,185.34006,196.99811,210.48563,209.18889
79,35,185.90833,197.7544,210.33928,209.8711
80,35,185.74557,197.77069,210.43213,210.31189
81,35,185.67345,197.96356,210.53581,210.33846
82,35,186.47458,198.25568,209.7774,210.34686
83,35,186.3245,198.38882,209.06975,210.42537
84,35,186.18474,197.60477,208.86131,210.63676
85,35,185.81152,197.04022,208.89558,210.635
86,35,185.53462,196.96172,209.36421,210.4336
87,35,185.35364,196.96507,210.0615,210.27498
88,35,185.74673,196.60641,209.95395,210.56036
