x,y,mean_temperature_5_30AM,mean_temperature_7_00AM,mean_temperature_7_00PM,mean_temperature_6_30PM
25,1,185.66212,201.81639,215.60367,212.99472
26,1,185.69696,202.27951,214.86131,212.42973
27,1,186.19142,203.13602,215.18709,212.8584
28,1,185.86346,203.7852,214.86383,212.68732
29,1,186.94691,204.21301,215.47363,212.2715
30,1,186.73096,203.9156,215.87222,212.6535
31,1,186.18312,203.61562,215.73116,212.62445
32,1,186.6965,202.18866,214.92719,212.86235
33,1,187.832,200.37358,214.26959,212.61136
34,1,188.14828,199.3757,214.55191,212.35785
35,1,187.68694,200.61078,214.38495,212.34338
36,1,187.69125,200.67253,214.70003,212.11388
37,1,187.06128,202.4659,214.85826,212.52312
38,1,186.85156,203.36475,215.31691,213.1033
39,1,186.78676,203.61528,214.78581,212.90717
40,1,186.96533,203.68163,215.13693,211.5136
41,1,187.33844,204.77786,215.10419,210.6862
42,1,187.24295,204.63908,216.41467,211.03893
43,1,186.82306,202.2529,216.56934,212.27412
44,1,186.2328,201.0595,216.30829,213.16086
45,1,185.75728,200.55313,216.11726,213.29358
46,1,186.2025,199.58746,215.64359,213.26344
47,1,187.24663,199.95418,215.30885,213.43964
48,1,187.80121,201.15111,214.77658,213.00543
49,1,187.59784,201.4211,213.93634,212.8137
50,1,187.28607,201.77179,214.18396,213.15717
51,1,187.71642,201.71658,214.5329,212.4606
52,1,187.35434,201.90901,214.87558,212.5722
53,1,187.21239,202.63702,215.97867,212.47003
54,1,187.41034,204.18661,215.6957,212.04173
55,1,188.38928,205.04443,215.60327,211.78041
56,1,187.99373,205.08234,215.38742,212.33975
57,1,188.1838,205.52501,214.34535,211.79843
58,1,187.79492,205.07037,213.6808,212.1665
59,1,187.46805,204.81647,215.11903,212.13786
60,1,187.05275,204.31879,215.74551,212.32355
61,1,187.13644,204.05347,216.43329,212.90063
62,1,187.22343,204.26137,216.50427,212.76056
63,1,187.12895,204.47313,216.07745,212.36304
64,1,186.27975,204.11288,214.79889,212.75775
65,1,185.88957,203.56235,213.89989,212.74872
66,1,186.29196,202.50365,213.44046,213.09526
67,1,186.46147,200.88593,213.2456,213.48225
68,1,186.51826,200.96057,212.67941,213.54071
69,1,187.78474,199.28232,211.4335,212.90736
70,1,187.66605,197.7192,211.78342,212.51448
71,1,187.35251,198.77908,212.76294,212.87823
72,1,186.7908,202.36005,213.52782,213.11702
73,1,186.27028,203.56288,213.11867,213.25587
74,1,186.55762,202.55588,213.7755,213.15352
75,1,186.98772,202.11115,213.68298,212.53532
76,1,187.31435,199.3375,213.50032,212.39227
77,1,187.38216,196.06688,213.17961,212.68411
78,1,187.4638,198.88889,212.65698,213.14673
79,1,187.8847,201.5748,212.39166,213.08989
80,1,188.06651,201.41864,213.14899,213.55583
81,1,188.08638,202.16174,214.02238,213.41501
82,1,187.33719,203.1248,213.59413,212.93565
83,1,186.0528,203.39568,213.4632,212.24698
84,1,185.35101,203.34953,213.75996,211.82957
85,1,185.72333,203.24419,214.76903,212.5219
86,1,187.22636,203.05524,214.81021,212.8565
87,1,188.49738,202.56061,215.04387,212.81305
88,1,188.70378,202.25412,214.4412,212.81558
89,1,188.68542,202.4245,214.76596,212.76213
90,1,187.54108,203.24992,215.06537,212.92082
91,1,187.41518,203.19672,214.55959,212.36356
92,1,187.43721,202.98747,213.40973,212.08916
93,1,187.32146,203.04173,214.13387,212.69487
94,1,187.22858,202.98346,215.34161,213.45477
95,1,187.44559,203.7573,215.66351,213.21742
96,1,187.49739,203.71515,215.36125,213.07904
97,1,187.9524,203.01402,213.584,212.85316
98,1,188.90321,201.97021,213.22136,212.62025
99,1,187.5511,200.52309,214.2719,211.13303
0,2,187.15208,202.83646,213.82219,214.07262
1,2,187.20464,202.16779,213.41829,214.08734
2,2,187.3454,200.74316,214.95059,213.54573
3,2,187.48055,199.13675,214.6833,212.98051
4,2,187.65485,198.8933,213.89748,212.93825
5,2,187.95627,198.16216,214.57056,212.6828
6,2,187.36609,197.49583,214.52899,212.75565
7,2,187.02126,197.27031,214.85727,213.36432
8,2,187.30807,197.81496,215.40121,213.31992
9,2,187.61766,197.46997,215.97858,214.10632
10,2,187.44235,198.19629,215.63033,214.21913
11,2,187.06583,200.1615,215.54689,213.67874
12,2,186.36853,200.91539,215.83727,213.5503
13,2,186.77554,200.77156,215.33418,212.74153
14,2,186.9141,199.36754,215.58571,212.17084
15,2,186.4101,199.42766,215.80203,211.6476
16,2,185.69598,200.36057,214.86307,210.87863
17,2,185.60289,200.07529,215.16495,210.73952
18,2,186.11232,199.83253,214.49336,210.35254
19,2,186.03757,200.41791,214.66757,210.19221
20,2,186.24405,200.79948,215.84627,210.52654
21,2,185.60463,199.69806,216.1409,211.16716
22,2,185.24854,200.26904,216.30812,211.59834
23,2,185.8756,200.7608,216.06961,211.88417
24,2,186.29631,201.28499,217.00298,212.11098
25,2,186.26453,202.42433,216.41672,212.79953
26,2,186.21194,203.11461,215.46039,212.58624
27,2,186.24936,204.17384,214.65512,212.77693
28,2,186.0957,204.36984,214.66287,212.74092
29,2,185.98482,203.80707,214.36646,212.61284
30,2,186.29428,203.0448,214.46912,212.47375
31,2,186.36499,202.642,214.9248,212.55905
32,2,186.82034,201.8447,214.29553,213.11586
33,2,186.84001,202.01611,214.28119,212.88037
34,2,186.47961,201.84364,214.02162,212.58493
35,2,185.9967,201.99701,214.46994,212.736
36,2,186.0455,202.17633,213.84253,212.76839
37,2,185.9788,203.04695,213.98752,213.03865
38,2,186.74432,203.8175,214.82668,213.39227
39,2,187.3363,204.18742,215.76503,213.43353
40,2,187.60826,204.46526,215.93169,213.68793
41,2,187.30853,203.97128,215.44759,213.88226
42,2,186.4698,202.6119,216.1319,213.8635
43,2,186.19537,201.57025,216.01225,214.1364
44,2,185.6381,200.72893,216.13702,213.90955
45,2,186.37544,200.68066,215.79768,213.6817
46,2,187.20752,201.94919,215.29901,213.95041
47,2,188.7559,202.96417,214.92572,213.6294
48,2,189.1496,203.87389,212.8722,213.67348
49,2,188.4278,203.21165,213.68774,213.79614
50,2,187.50108,202.91797,215.23538,214.00598
51,2,187.56197,203.13033,215.73854,213.17
52,2,186.69418,202.46553,215.63496,213.16838
53,2,187.36499,201.94656,215.08571,213.5269
54,2,187.66913,203.00365,213.57611,213.08554
55,2,188.00114,204.09396,214.79448,212.81061
56,2,188.11507,204.62889,215.6988,213.06062
57,2,188.11252,204.85562,214.42128,212.79764
58,2,188.23145,204.11725,214.38875,213.25948
59,2,188.1969,203.42511,214.57014,213.22522
60,2,188.13617,202.67746,214.7925,213.25827
61,2,187.70255,202.44649,214.98834,213.26474
62,2,187.54193,202.84758,215.44753,213.35947
63,2,187.35645,202.77496,215.8188,213.34283
64,2,186.5689,202.8659,215.03014,213.00304
65,2,186.27147,203.51767,214.8762,213.31476
66,2,186.39885,203.34781,214.9942,213.88852
67,2,186.5074,201.61444,214.80258,213.442
68,2,186.40753,199.78448,213.88078,213.27708
69,2,186.58635,197.67723,212.13116,213.26207
70,2,185.61572,196.75995,211.0764,213.79633
71,2,186.41948,197.28099,211.80353,213.6971
72,2,186.56891,198.87975,212.90776,213.63615
73,2,187.15726,200.08553,213.36702,213.67668
74,2,187.30829,199.0944,213.89404,213.30463
75,2,187.45305,199.32896,214.42589,212.80014
76,2,187.1179,199.20563,214.65392,212.2295
77,2,187.2452,200.56985,214.3931,212.66434
78,2,187.00836,202.88614,212.60046,213.21292
79,2,187.22406,203.61865,212.85744,213.49504
80,2,187.15793,203.1712,213.90767,213.72249
81,2,186.90237,203.27557,214.20944,213.38814
82,2,185.93607,203.91266,214.50572,212.78229
83,2,184.84898,203.70091,213.95792,212.37636
84,2,185.09856,203.59845,213.5209,212.08986
85,2,185.0023,203.45236,214.07446,212.22928
86,2,185.58594,202.52867,214.80675,211.99176
87,2,186.17897,201.14337,215.44171,212.41743
88,2,185.98827,201.1687,214.2328,212.82788
89,2,186.84567,201.4658,214.40285,212.76411
90,2,186.43062,202.18732,214.93774,213.18245
91,2,186.56581,202.53111,215.11511,213.34909
92,2,186.07935,202.17589,215.10571,212.98235
93,2,185.86285,201.97958,215.3009,213.24022
94,2,185.06602,200.69232,214.98187,213.32396
95,2,185.0993,200.59184,215.24391,212.65024
96,2,185.7585,201.92105,214.79402,212.1055
97,2,186.76634,202.48503,213.36229,211.7619
98,2,188.58333,202.25539,213.15147,211.81683
99,2,187.81248,200.35832,214.48256,212.1479
0,3,187.54199,201.68414,213.57254,213.93573
1,3,187.13435,201.711,213.28448,213.82889
2,3,188.0271,200.17789,213.69829,213.04176
3,3,189.97218,200.4464,214.03923,212.86914
4,3,191.56505,201.28937,212.92819,213.2806
5,3,191.89111,200.31819,213.22566,213.77243
6,3,190.92657,199.02866,213.64023,214.2718
7,3,189.64763,198.34303,213.8409,214.39711
8,3,188.74629,198.07103,214.17487,213.773
9,3,188.23131,197.5824,215.06319,213.34933
10,3,187.58551,198.2959,215.42896,213.86758
11,3,187.41469,199.82732,215.06354,213.73651
12,3,188.16202,200.5109,213.8221,213.79483
13,3,188.4184,199.48116,213.18562,213.26532
14,3,188.18504,199.05945,213.36371,212.96924
15,3,187.80716,199.94495,213.96005,212.82596
16,3,187.53879,200.10202,214.21854,212.24292
17,3,186.34296,200.4801,215.1634,211.93466
18,3,185.73123,200.56601,215.64972,212.00043
19,3,185.88377,200.35693,215.32738,212.37106
20,3,186.01381,200.63739,215.38455,212.75652
21,3,185.71861,200.54704,215.10417,212.54808
22,3,185.61032,200.71515,214.76312,212.12831
23,3,185.93439,201.30908,213.94725,212.15863
24,3,186.14568,202.43134,215.13712,212.44005
25,3,186.25374,203.70692,215.86348,212.82884
26,3,186.7504,204.48485,215.6369,212.87956
27,3,187.3602,204.5486,215.35944,213.52892
28,3,187.30411,204.79205,214.4872,213.44305
29,3,187.63739,204.03815,214.09589,213.17024
30,3,187.48026,202.98993,214.55629,213.26227
31,3,187.13216,203.60898,214.26842,213.37294
32,3,186.54706,203.492,214.21777,213.13441
33,3,186.00804,203.70938,214.4539,213.45226
34,3,185.71599,204.46906,214.1849,213.47629
35,3,185.60597,204.25708,214.22565,213.36798
36,3,185.58533,203.76875,213.1402,213.82542
37,3,186.66144,202.86922,213.67502,213.73167
38,3,186.43126,202.02687,214.99945,213.20569
39,3,186.01634,202.62056,215.69843,212.98586
40,3,186.11664,202.1167,215.53465,213.52242
41,3,185.85597,201.33772,215.40115,214.04996
42,3,185.88823,200.00151,215.51265,214.02583
43,3,186.86497,200.15384,215.86246,213.82603
44,3,187.15123,200.14476,215.33813,213.89107
45,3,187.23563,201.78941,215.10884,213.9961
46,3,187.14131,203.28888,215.45709,214.45546
47,3,187.63898,203.96318,215.77829,214.56073
48,3,188.4911,203.67531,215.5408,214.62703
49,3,189.31487,202.70549,215.91827,214.61813
50,3,188.50226,202.76335,216.33295,214.66092
51,3,188.01459,204.23073,216.10149,214.31361
52,3,188.44804,203.68942,216.14835,214.13808
53,3,188.84926,201.50691,216.51544,213.844
54,3,188.19333,202.23477,215.56056,213.70331
55,3,188.20862,202.27237,215.43622,213.77448
56,3,187.90903,202.10107,215.74086,213.92087
57,3,187.54103,202.52733,215.43274,213.43065
58,3,187.9795,202.79161,215.52228,213.17253
59,3,188.84412,202.31984,215.64952,213.43745
60,3,188.5528,202.06,214.60411,213.56075
61,3,188.09587,201.56798,214.56339,213.61859
62,3,187.34628,200.99309,214.83029,213.91354
63,3,186.77472,201.61829,214.88116,213.23915
64,3,186.29861,201.68533,215.14429,212.99008
65,3,186.21124,201.56259,215.46606,213.05609
66,3,185.60472,201.93146,215.62843,213.40273
67,3,185.6424,201.53525,215.16942,213.68883
68,3,185.45396,199.82945,214.62419,213.42702
69,3,184.95506,196.60205,213.22234,213.20433
70,3,184.55415,196.11897,211.77417,213.34306
71,3,185.3543,196.19868,211.2376,213.27489
72,3,185.90126,196.87845,212.28348,213.29083
73,3,186.008,197.3404,213.27463,213.49799
74,3,186.46117,197.63934,212.60628,213.2237
75,3,186.42137,198.96379,212.50525,212.69148
76,3,186.02138,201.68713,212.46404,212.65503
77,3,186.52043,203.81902,212.64207,212.41301
78,3,186.96893,203.38605,213.06989,212.47942
79,3,187.17259,203.13277,212.87207,212.68973
80,3,186.77148,202.95833,213.24017,213.06204
81,3,187.64885,203.27878,213.16354,212.93475
82,3,187.55144,203.19543,213.14084,212.92242
83,3,186.16797,202.43683,212.93454,212.6186
84,3,186.25862,201.27313,213.00374,212.47453
85,3,185.60312,199.91925,213.23296,212.66998
86,3,186.44254,199.8727,212.84807,211.87305
87,3,187.52264,202.511,213.68762,211.40118
88,3,186.83878,204.31041,213.66586,211.30219
89,3,186.88145,203.61092,214.39023,210.99107
90,3,186.35059,202.29684,214.88124,210.43573
91,3,186.58107,201.42827,214.60406,210.4117
92,3,186.95772,201.81049,214.49069,211.09938
93,3,186.70084,202.46562,214.66881,211.26692
94,3,185.01036,202.24933,214.87724,211.7574
95,3,184.8469,200.0261,214.96454,211.88275
96,3,185.24484,199.47922,213.97998,211.87563
97,3,186.02536,200.32175,213.4193,211.87329
98,3,187.1331,200.22267,213.67772,211.59906
99,3,188.18704,199.7122,214.2325,212.35512
0,4,189.49422,201.0013,212.86647,213.36989
1,4,189.90096,201.95193,212.34738,213.47461
2,4,190.77539,200.7257,212.78807,213.33134
3,4,191.914,202.16376,213.59459,213.09792
4,4,192.55573,202.26297,214.12372,213.04079
5,4,192.2116,201.02312,213.05118,213.39581
6,4,192.32362,200.6744,212.67198,214.14267
7,4,192.61493,200.42183,213.39326,214.36797
8,4,192.49628,199.92677,214.05266,214.81097
9,4,191.30403,198.85257,214.08408,214.5998
10,4,190.32094,198.5316,213.64128,214.44342
11,4,190.06973,199.2033,213.26102,214.33504
12,4,189.79474,199.79738,213.29465,214.70154
13,4,189.4361,199.46716,213.00739,214.29657
14,4,188.46442,200.40991,212.60065,214.32742
15,4,188.58649,200.85143,213.81204,213.62299
16,4,188.82909,200.78117,214.30495,213.45982
17,4,188.84235,201.08968,215.20819,213.45552
18,4,187.62238,201.35402,214.93744,213.23064
19,4,186.56294,201.4273,214.09639,213.25714
20,4,185.6779,201.24927,214.08667,213.62253
21,4,184.92693,201.62482,214.64073,213.22855
22,4,185.02596,201.77582,214.27106,212.84727
23,4,185.23225,201.76477,213.23627,212.85977
24,4,185.54282,202.14488,214.38129,212.91983
25,4,185.97049,202.30374,214.70853,212.99416
26,4,187.1797,202.9383,215.18253,212.7792
27,4,188.08994,203.25743,215.36115,213.06984
28,4,187.90271,203.10252,214.836,213.00784
29,4,187.59036,203.22675,214.37036,212.6776
30,4,187.57155,203.52228,214.41724,213.1104
31,4,187.65796,204.09871,214.72911,213.17303
32,4,187.17123,203.5509,214.32178,213.6742
33,4,187.08327,203.30208,213.32059,213.83705
34,4,187.16727,203.3594,213.79019,212.96487
35,4,186.67871,203.24957,214.63377,212.30573
36,4,186.41563,203.35527,215.36006,212.685
37,4,187.04352,203.01242,214.97392,213.26942
38,4,187.53973,202.72678,215.19849,213.53703
39,4,186.92299,202.8753,215.78944,213.50551
40,4,186.31686,202.61642,215.8027,213.28381
41,4,185.58678,200.83395,216.44127,213.18799
42,4,185.87477,200.33026,216.4768,213.35748
43,4,186.91112,200.42111,216.82379,213.7284
44,4,186.6009,200.28282,217.09563,214.02072
45,4,187.06403,200.53673,217.25955,214.23798
46,4,186.99742,201.61334,216.34242,214.65967
47,4,186.98633,202.669,216.18391,214.79932
48,4,187.342,202.20729,216.307,214.46713
49,4,187.82631,201.93742,215.76288,214.79643
50,4,187.6841,202.55511,216.4108,214.97165
51,4,188.268,203.56122,215.26468,214.72852
52,4,187.89777,203.9726,214.83047,215.05458
53,4,187.7215,203.65535,215.30048,215.17415
54,4,187.79724,202.66937,215.82185,214.99942
55,4,188.3621,201.44023,215.89629,214.84137
56,4,188.38193,201.19183,216.27971,214.4414
57,4,188.57825,200.08018,215.4838,213.27803
58,4,187.98578,199.2635,215.39642,212.88225
59,4,187.98769,200.10464,215.10127,212.98683
60,4,187.71637,200.43512,213.2874,212.94496
61,4,186.68866,201.03816,213.55675,213.69244
62,4,185.51993,201.50621,214.55353,214.14372
63,4,185.49655,201.02225,214.41241,213.82613
64,4,186.12549,200.7094,214.83162,213.38744
65,4,186.31422,201.28255,215.30135,213.331
66,4,185.8085,200.20134,215.52548,213.50307
67,4,185.60376,197.80545,214.9957,213.60028
68,4,184.93887,197.47568,215.46693,213.1787
69,4,185.63936,196.17696,215.17477,212.81744
70,4,186.0101,195.84932,214.39113,212.83987
71,4,186.10994,196.60457,214.33766,213.31384
72,4,185.27608,198.47038,213.55426,213.40572
73,4,184.7525,198.95407,213.83061,213.10297
74,4,185.47357,198.5284,213.85191,212.9436
75,4,186.1365,199.816,213.73665,212.52054
76,4,185.8305,201.90086,213.15228,212.75925
77,4,185.72217,202.7551,213.25099,212.9075
78,4,185.32574,202.06044,213.62372,212.69284
79,4,186.24225,202.2596,214.26035,213.04352
80,4,185.81602,202.10211,213.31667,213.23183
81,4,185.93408,202.43755,212.76498,213.1506
82,4,185.89763,202.99843,211.91846,212.73657
83,4,185.66174,201.82422,212.56712,212.47307
84,4,185.8376,201.57733,213.08302,213.05278
85,4,185.52774,202.66354,212.98741,213.2123
86,4,186.01366,204.77701,212.7132,212.68132
87,4,185.70364,205.3299,213.03055,211.61566
88,4,185.30093,204.11513,213.0058,211.22516
89,4,185.68927,202.75533,213.09471,211.2257
90,4,185.48798,200.95837,212.9588,211.58463
91,4,185.60602,200.31456,213.39264,211.20422
92,4,186.02539,199.68573,213.81854,210.64725
93,4,185.78839,198.66599,213.5046,210.93199
94,4,186.39545,198.91467,213.71736,211.35349
95,4,186.55365,199.1765,214.04877,211.59041
96,4,187.01888,198.89374,213.7911,211.62164
97,4,187.41553,198.13544,213.15816,211.46002
98,4,187.77696,198.51202,213.59259,211.6979
99,4,189.22086,199.4563,214.0709,211.9666
0,5,189.24521,200.55824,213.3976,213.6103
1,5,188.5716,200.56671,213.50119,213.90424
2,5,188.80023,200.09943,213.86865,213.9499
3,5,189.5943,200.36778,214.41093,214.12701
4,5,190.05464,200.00583,213.91357,214.21898
5,5,190.15186,200.90591,213.23273,213.4966
6,5,189.72394,201.19745,212.58691,213.51408
7,5,190.94049,200.03392,214.3006,214.43483
8,5,191.8628,198.05946,214.19916,215.15602
9,5,192.06912,197.48059,211.99446,215.02686
10,5,191.35054,198.16998,211.82623,214.6441
11,5,190.81703,199.29387,212.29715,214.393
12,5,190.25107,199.87607,213.07094,214.942
13,5,190.18707,200.54703,214.7307,214.54279
14,5,191.24677,200.33528,214.51595,214.78302
15,5,191.68256,199.85265,214.70212,214.17981
16,5,191.5887,200.21701,214.39708,214.13467
17,5,191.2211,201.02263,213.96399,213.79573
18,5,189.95442,201.83844,214.05968,213.695
19,5,189.59961,201.78001,214.11649,214.01408
20,5,189.03801,201.95062,214.05855,214.3414
21,5,187.75119,201.98288,214.29352,214.05826
22,5,187.3285,201.9371,215.24605,213.82565
23,5,186.79803,201.84157,214.17458,213.48225
24,5,186.32497,202.40009,214.31627,213.52692
25,5,186.56274,202.96509,214.67336,213.84271
26,5,187.42426,202.67487,214.63239,213.68936
27,5,188.14336,202.57025,214.39415,213.99583
28,5,188.72119,203.49747,214.20041,213.90514
29,5,189.25233,203.27187,212.77954,213.11707
30,5,189.09634,203.22945,212.96796,213.11055
31,5,187.59212,203.40594,214.22208,213.71716
32,5,187.38853,202.87329,215.16566,213.7037
33,5,187.33824,202.24066,215.22835,213.60349
34,5,187.3265,201.18918,215.24751,213.57195
35,5,187.09546,201.84341,215.13025,212.91692
36,5,186.92766,203.38237,214.88744,212.73035
37,5,187.6417,203.15161,214.68275,212.57422
38,5,188.26782,201.58545,215.64871,213.44531
39,5,188.24606,201.50906,216.54276,213.4762
40,5,187.8262,202.63263,217.03308,213.29941
41,5,186.3246,202.45157,217.27435,213.55307
42,5,185.91843,203.20148,217.78836,213.75778
43,5,186.14772,202.22165,217.32643,214.0957
44,5,186.35353,202.21077,216.83167,213.33398
45,5,186.84357,203.52623,216.58061,212.8713
46,5,187.62682,203.27019,215.89655,213.0432
47,5,188.35394,203.24088,216.07175,212.80232
48,5,188.36711,202.81856,216.01398,212.43697
49,5,188.52582,202.60402,215.6911,212.92018
50,5,188.35156,204.38437,215.24397,213.40678
51,5,188.89955,204.76935,214.99007,213.47539
52,5,189.02008,204.77455,214.94983,213.84294
53,5,189.07773,205.7845,214.97382,214.01486
54,5,188.6273,204.58165,215.22163,214.09732
55,5,188.07086,203.18225,215.45203,213.81169
56,5,187.82489,202.13693,215.12706,213.7474
57,5,187.67442,201.00848,215.38173,213.83575
58,5,187.13849,199.9192,214.73758,213.77629
59,5,186.10773,201.95268,214.46158,213.81552
60,5,185.51312,202.06627,214.23895,213.80138
61,5,185.16783,201.27058,213.8703,214.0593
62,5,185.20677,201.70299,214.66457,214.26633
63,5,185.2984,201.45203,214.45166,213.9449
64,5,185.32256,201.34201,214.48175,213.88934
65,5,186.05731,200.51367,214.57765,214.07611
66,5,186.29861,199.41197,214.64703,214.19107
67,5,186.16191,198.89178,214.42894,213.82886
68,5,185.88544,195.69104,214.97305,213.38094
69,5,187.03642,193.24365,214.65546,213.13312
70,5,187.01607,194.96161,215.43921,213.25717
71,5,187.26624,197.57962,215.27838,213.35492
72,5,186.3769,199.9286,214.43527,213.64575
73,5,186.53131,198.95398,214.7977,213.88354
74,5,186.03856,199.29639,215.16853,213.46327
75,5,185.43137,201.71921,214.96017,213.01234
76,5,185.3086,203.65392,214.78024,213.2423
