x,y,mean_temperature_5_30AM,flag_5_30AM,mean_temperature_6_30PM,flag_6_30PM,mean_temperature_7_00AM,flag_7_00AM,mean_temperature_7_00PM,flag_7_00PM
26,45,185.51346,True,210.94191,True,193.91907,False,209.94708,True
27,45,185.40175,True,210.79402,True,195.19887,False,208.8834,False
28,45,185.1765,True,210.31407,True,195.04462,False,208.31316,False
29,45,185.08473,True,209.865,True,195.74495,False,207.98671,False
30,45,186.04039,True,209.37462,False,197.83893,True,208.14656,False
31,45,185.34712,True,209.0667,False,199.38754,True,208.3706,False
32,45,184.693,True,208.77899,False,201.1204,True,209.98972,True
33,45,185.36038,True,208.81564,False,202.51471,True,210.90921,True
34,45,185.19588,True,208.3972,False,203.17795,True,210.94832,True
35,45,185.43288,True,208.75969,False,203.31885,True,211.44946,True
36,45,185.94252,True,209.05548,False,202.82639,True,211.20233,True
37,45,186.88155,True,209.47977,False,200.87215,True,211.04727,True
38,45,187.56212,True,209.64226,True,198.80588,True,211.5506,True
39,45,187.74666,True,210.47105,True,197.46248,True,212.12907,True
40,45,187.30968,True,210.69904,True,197.25116,True,212.6255,True
41,45,186.9611,True,210.8322,True,198.06616,True,212.16705,True
42,45,186.86652,True,211.11285,True,197.90448,True,212.09326,True
43,45,186.28758,True,211.53317,True,198.49698,True,212.33527,True
44,45,186.77267,True,211.49593,True,199.05309,True,212.49355,True
45,45,187.12033,True,211.16254,True,198.1506,True,211.90266,True
46,45,186.6592,True,210.69325,True,198.06252,True,211.88336,True
47,45,186.74176,True,211.12314,True,199.4351,True,212.18196,True
48,45,186.56175,True,211.35608,True,198.67126,True,212.10289,True
49,45,186.82144,True,211.82867,True,197.19835,True,212.0629,True
50,45,186.70255,True,211.79193,True,196.24342,False,211.32257,True
51,45,187.08429,True,212.10497,True,196.19333,False,211.32246,True
52,45,186.72006,True,212.28545,True,196.2991,False,212.04497,True
53,45,186.24171,True,212.20265,True,195.20302,False,211.33345,True
54,45,186.60416,True,211.97029,True,194.41696,False,211.55267,True
55,45,186.13828,True,211.41902,True,194.52802,False,211.4361,True
56,45,185.65341,True,211.13724,True,194.8443,False,211.13443,True
57,45,185.15948,True,211.42049,True,196.10764,False,210.51828,True
58,45,185.37779,True,212.16484,True,196.48326,False,211.35605,True
59,45,186.0768,True,212.37952,True,196.22838,False,211.42963,True
60,45,185.83832,True,211.70439,True,195.6094,False,211.62007,True
61,45,185.94928,True,211.0833,True,195.16383,False,212.42404,True
62,45,186.53268,True,211.28352,True,196.3609,False,212.23026,True
63,45,186.41351,True,211.15694,True,198.70457,True,212.02354,True
